-0.092748545	0.037402444	-0.058257975	-0.0717039	-0.011332478	0.15656501	-0.022902848	0.07378747	-0.06750564	-0.11445987	0.040798668	-0.14371334	-0.026245683	0.0011768691	0.13789491	0.12578408
-0.03698127	0.0011185093	-0.057803724	0.0220083	-0.052394047	0.10317184	0.06683474	-0.021821184	-0.024396174	-0.007624881	0.008239795	-0.08249223	0.08140595	-0.04981081	0.048894025	0.026349718
0.090506166	-0.030408882	0.007282437	0.115867265	-0.13651659	0.01220527	0.055724043	-0.08785188	-0.042254105	-0.010145331	-0.020960916	0.07099731	0.10549955	-0.07390279	-0.03202793	0.05236097
-0.011383352	0.008545416	-0.065338805	-0.00014366387	-0.036537092	0.08555032	0.015050777	-0.021456726	0.043092363	0.016624594	0.04117323	-0.0012814241	0.0493456	-0.030427637	0.05373044	0.04274991
-0.043591503	0.09573127	-0.17586428	-0.07563108	0.04240194	0.096404664	-0.056072235	0.04691159	0.1432946	-0.11648972	0.13630058	-0.080459036	0.014662232	0.025449002	0.13628685	0.16414765
0.0973163	-0.029018229	0.0041942718	0.07935581	-0.09656946	-0.05895056	0.15312609	-0.05755791	0.1957547	0.023022637	-0.11065212	0.06296629	0.16630797	-0.12717944	-0.027941635	-0.010344686
0.0043049753	-0.07876361	0.044508874	0.026183221	-0.11809862	0.04118844	0.022512615	0.017935982	-0.022012003	0.032214243	0.004447964	0.04583963	0.09090692	-0.11487765	0.065486595	0.063299544
-0.057867173	-0.018429706	-0.010833404	-0.04267965	-0.024736239	0.08147661	0.029568862	0.06174023	0.21061699	-0.044250824	0.058417074	-0.036086176	0.029218657	0.006949592	0.037694525	0.058528792
-0.10029138	0.09831896	-0.1007302	-0.06554801	0.053453173	0.14745067	0.016825791	0.018092781	0.12500985	-0.10306469	0.0036281855	-0.116745666	0.07223444	-0.010263209	0.05593113	0.080582425
0.05273632	-0.055709947	0.060187846	0.07938827	-0.142089	0.027831862	0.12978692	-0.051757693	0.037853844	-0.022733843	-0.0002465062	-0.01647588	0.06384719	-0.14437015	0.0021800643	-0.06274977
0.013806644	0.03713491	0.0069605657	0.030591026	-0.01698683	0.042915873	0.040109623	-0.00027551944	0.32385397	-0.0025951706	0.013674737	-0.090406716	0.10004496	-0.027147546	0.022790538	0.089870386
-0.023507942	0.057606872	-0.044042993	-0.10381058	-0.027607152	0.1253645	-0.020595526	0.04708182	-0.4626327	-0.028802322	0.10938375	-0.0047881342	-0.015349003	-0.0044495338	0.13302623	0.13453947
0.016100235	-0.03369791	0.02469851	0.019932894	-0.05823944	-0.026493007	0.042841602	0.008366003	-0.07392357	0.019597441	0.01743984	-0.04287704	0.10290316	-0.049053248	-0.018860672	0.06639269
-0.035796277	-0.07621062	-0.009015331	0.018264571	-0.06906437	0.029894385	0.070976265	-0.05596195	-0.03690584	0.030472264	0.023342093	-0.06089311	0.0965352	-0.059807945	0.049883954	-0.013084317
-0.082198404	0.06446879	-0.07975213	-0.15026952	0.031448096	0.15861458	-0.094620615	0.12806392	-0.1924995	-0.12550777	0.15599814	-0.11963899	-0.04374736	0.05238178	0.1615754	0.16931906
0.046081197	-0.06500672	-0.0072942306	0.081057355	-0.059186846	-0.036249854	0.07687141	-0.07328212	-0.0028061664	0.058522686	-0.06581524	-0.020184813	0.08002603	-0.13807462	0.00041668024	-0.029407207
0.02189828	-0.06243718	0.03977912	0.02938547	-0.031781618	-0.03260094	0.0988213	0.012216827	0.033236377	0.007300243	-0.027895557	-0.030714273	0.13137576	-0.034942053	-0.03137512	0.035846546
0.13455613	-0.13876317	0.065278664	0.06417974	-0.073623836	-0.011334465	0.07998264	-0.07501223	-0.41513476	0.03797569	-0.021010518	0.03804104	0.12015041	-0.050664105	-0.037810236	-0.025556102
0.027528157	-0.03216068	0.05768842	0.023380196	-0.11835806	0.006080754	0.034283146	-0.016178047	-0.010221072	0.049852576	-0.021863105	0.06262878	0.054515958	-0.050083842	0.02387001	-0.037430674
-0.044443335	0.0028581205	-0.066040404	-0.036176644	-0.05120727	0.024494007	-0.029174998	0.023071209	-0.004912729	-0.053358775	0.01737917	-0.01964266	0.061659615	0.004033645	0.032717098	0.06371054
0.014406683	-0.062010728	0.063027516	0.10548322	-0.10567916	-0.044481147	0.1188115	-0.033751894	-0.1976756	0.030932212	-0.08048156	0.04506034	0.052035324	-0.075362064	0.052263662	0.027945738
-0.05706157	-0.008617072	-0.0071740057	-0.017154595	-0.0326372	0.022167293	-0.019814027	0.04693762	0.029425813	-0.01827655	0.029148085	-0.005861787	0.049751118	-0.00899861	0.091991104	0.028593678
0.08384584	-0.0672628	0.054463502	0.10398162	-0.059559815	0.010931755	0.08394753	-0.02562284	0.05091334	-0.0024661052	0.027594863	0.056565467	0.13256018	-0.03335392	0.005115514	-0.025019616
-0.10992231	0.09118315	-0.100390844	-0.05022373	-0.0066726725	0.113389425	-0.07181321	0.07362286	-0.10575278	-0.09906418	0.104037955	-0.10721704	0.020132419	0.023656802	0.12042889	0.11795968
0.05290956	-0.07084535	0.10018381	0.04661688	-0.08039309	-0.08767402	0.16357026	-0.016270079	0.42978618	0.010016958	-0.02559017	0.0728207	0.14988361	-0.083402425	-0.05056789	0.016950758
0.0031087087	-0.052760713	0.05605977	0.0064753424	-0.08053646	0.05193041	0.021922002	0.013961651	-0.3202837	-0.032144926	-0.031578746	0.069971345	0.063434966	-0.08878051	-0.014792729	0.0031813649
0.08413579	-0.10167516	0.028881997	0.027963514	-0.049605627	0.045429487	0.013426235	-0.04328431	-0.5660775	0.042594977	0.05922159	-0.0046917377	0.022885118	-0.068816245	0.01967263	-0.0060142153
-0.018250553	-0.00968955	0.016778281	-0.022637898	-0.029858338	0.00446651	0.025179537	-0.012931287	0.11694028	0.012432562	0.037144255	-0.053426012	0.07701238	-0.0822351	0.0006039433	0.030111823
0.09942291	-0.050302293	0.10460875	0.11055178	-0.15509705	-0.05709674	0.16238683	-0.084207706	0.17099558	0.10177361	-0.08127263	0.05841168	0.15188113	-0.07466486	-0.023196917	-0.012464472
-0.05421937	0.018255865	-0.06947566	-0.04725859	-0.009799364	0.13554199	0.021971142	-0.0023471136	0.48013377	-0.10193451	-0.0031908257	-0.036152445	0.024075173	0.07330286	0.09069909	0.08934617
0.072191164	-0.038919568	0.022169039	0.055923205	-0.028267186	-0.011829295	0.009816985	-0.037749633	-0.32470715	0.025788039	0.017868979	0.0001414505	0.06552763	-0.048415516	0.0046722773	0.009051394
